95623	0	1
95624	0	1
95625	0	1
95626	0	1
95627	0	1
95628	0	1
95629	0	1
95630	0	1
95631	0	1
95632	0	1
95633	0	1
95634	0	1
95635	0	1
95636	0	1
95637	0	1
95638	0	1
95639	0	1
95640	0	1
95641	0	1
95642	0	1
95643	0	1
95644	0	1
95645	0	1
95646	0	1
95647	0	1
95648	0	2
95649	0	2
95650	0	2
95651	0	2
95652	0	2
95653	0	2
95654	0	2
95655	0	2
95656	0	2
95657	0	2
95658	0	2
95659	0	2
95660	0	2
95661	0	2
95662	0	2
95663	0	2
95664	0	2
95665	0	2
95666	0	2
95667	0	2
95668	0	2
95669	0	2
95670	0	2
95671	0	2
95672	0	2
95673	0	2
95674	0	2
95675	0	2
95676	0	2
95677	0	2
95678	0	3
95679	0	3
95680	0	3
95681	0	3
95682	0	3
95683	0	3
95684	0	3
95685	0	3
95686	0	3
95687	0	3
95688	0	3
95689	0	3
95690	0	3
95691	0	3
95692	0	3
95693	0	3
95694	0	3
95695	0	3
95696	0	3
95697	0	3
95698	0	3
95699	0	3
95700	0	3
95701	0	3
95702	0	3
95703	0	3
95704	0	3
95705	0	3
95706	0	3
95707	0	3
95708	0	3
95709	0	3
95710	0	3
95711	0	3
95712	0	3
95713	0	4
95714	0	4
95715	0	4
95716	0	4
95717	0	4
95718	0	4
95719	0	4
95720	0	4
95721	0	4
95722	0	4
95723	0	4
95724	0	4
95725	0	4
95726	0	4
95727	0	4
95728	0	4
95729	0	4
95730	0	4
95731	0	4
95732	0	4
95733	0	4
95734	0	4
95735	0	4
95736	0	4
95737	0	4
95738	0	4
95739	0	4
95740	0	4
95741	0	4
95742	0	4
95743	0	4
95744	0	4
95745	0	4
95746	0	4
95747	0	4
95748	0	4
95749	0	4
95750	0	4
95751	0	4
95752	0	4
95753	0	5
95754	0	5
95755	0	5
95756	0	5
95757	0	5
95758	0	5
95759	0	5
95760	0	5
95761	0	5
95762	0	5
95763	0	5
95764	0	5
95765	0	5
95766	0	5
95767	0	5
95768	0	5
95769	0	5
95770	0	5
95771	0	5
95772	0	5
95773	0	5
95774	0	5
95775	0	5
95776	0	5
95777	0	5
95778	0	5
95779	0	5
95780	0	5
95781	0	5
95782	0	5
95783	0	5
95784	0	5
95785	0	5
95786	0	5
95787	0	5
95788	0	5
95789	0	5
95790	0	5
95791	0	5
95792	0	5
95793	0	5
95794	0	5
95795	0	5
95796	0	5
95797	0	5
95798	1	1
95799	1	1
95800	1	1
95801	1	1
95802	1	1
95803	1	1
95804	1	1
95805	1	1
95806	1	1
95807	1	1
95808	1	1
95809	1	1
95810	1	2
95811	1	2
95812	1	2
95813	1	2
95814	1	2
95815	1	2
95816	1	2
95817	1	2
95818	1	2
95819	1	3
95820	1	3
95821	1	3
95822	1	3
95823	1	3
95824	1	3
95825	1	3
95826	1	4
95827	1	4
95828	1	4
95829	1	4
95830	1	5
95831	1	5
95832	2	1
95833	2	1
95834	2	1
95835	2	1
95836	2	1
95837	2	1
95838	2	1
95839	2	1
95840	2	1
95841	2	1
95842	2	1
95843	2	1
95844	2	1
95845	2	1
95846	2	1
95847	2	1
95848	2	1
95849	2	2
95850	2	2
95851	2	2
95852	2	2
95853	2	2
95854	2	2
95855	2	2
95856	2	2
95857	2	2
95858	2	2
95859	2	2
95860	2	2
95861	2	2
95862	2	2
95863	2	2
95864	2	2
95865	2	2
95866	2	2
95867	2	2
95868	2	3
95869	2	3
95870	2	3
95871	2	3
95872	2	3
95873	2	3
95874	2	3
95875	2	3
95876	2	3
95877	2	3
95878	2	3
95879	2	3
95880	2	3
95881	2	3
95882	2	3
95883	2	3
95884	2	3
95885	2	3
95886	2	3
95887	2	3
95888	2	3
95889	2	4
95890	2	4
95891	2	4
95892	2	4
95893	2	4
95894	2	4
95895	2	4
95896	2	4
95897	2	4
95898	2	4
95899	2	4
95900	2	4
95901	2	4
95902	2	4
95903	2	4
95904	2	4
95905	2	4
95906	2	4
95907	2	4
95908	2	4
95909	2	4
95910	2	4
95911	2	4
95912	2	5
95913	2	5
95914	2	5
95915	2	5
95916	2	5
95917	2	5
95918	2	5
95919	2	5
95920	2	5
95921	2	5
95922	2	5
95923	2	5
95924	2	5
95925	2	5
95926	2	5
95927	2	5
95928	2	5
95929	2	5
95930	2	5
95931	2	5
95932	2	5
95933	2	5
95934	2	5
95935	2	5
95936	2	5
95937	3	1
95938	3	1
95939	3	1
95940	3	1
95941	3	1
95942	3	1
95943	3	1
95944	3	1
95945	3	1
95946	3	1
95947	3	1
95948	3	1
95949	3	1
95950	3	1
95951	3	1
95952	3	1
95953	3	1
95954	3	1
95955	3	3
95956	3	3
95957	3	3
95958	3	3
95959	3	3
95960	3	3
95961	3	3
95962	3	3
95963	3	3
95964	3	3
95965	3	3
95966	3	3
95967	3	3
95968	3	3
95969	3	3
95970	3	3
95971	3	3
95972	3	3
95973	3	3
95974	3	3
95975	3	3
95976	3	3
95977	3	3
95978	3	3
95979	3	3
95980	3	3
95981	3	3
95982	3	3
95983	3	3
95984	3	3
95985	4	1
95986	4	1
95987	4	1
95988	4	2
95989	4	2
95990	4	2
95991	4	2
95992	4	3
95993	4	3
95994	4	3
95995	4	3
95996	4	3
95997	4	4
95998	4	4
95999	4	4
96000	4	4
96001	4	4
96002	4	4
96003	4	5
96004	4	5
96005	4	5
96006	4	5
96007	4	5
96008	4	5
96009	4	5
96010	5	1
96011	5	1
96012	5	1
96013	5	1
96014	5	1
96015	5	1
96016	5	3
96017	5	3
96018	5	3
96019	5	3
96020	5	3
96021	5	3
96022	6	1
96023	6	1
96024	6	2
96025	6	2
96026	6	2
96027	6	2
96028	6	2
96029	6	2
96030	6	2
96031	6	2
96032	6	2
96033	6	5
96034	6	5
96035	6	5
96036	6	5
96037	7	1
96038	7	1
96039	7	1
96040	7	1
96041	8	1
96042	8	1
96043	8	1
96044	8	1
96045	8	1
96046	8	1
96047	8	1
96048	8	1
96049	8	1
96050	8	1
96051	8	1
96052	8	2
96053	8	2
96054	8	2
96055	8	2
96056	8	2
96057	8	2
96058	8	2
96059	8	2
96060	8	2
96061	8	2
96062	8	3
96063	8	3
96064	8	3
96065	8	3
